Incident Datetime,Incident Date,Incident Time,Incident Year,Incident Day of Week,Report Datetime,Row ID,Incident ID,Incident Number,Incident Code,Incident Category,Incident Subcategory,Incident Description,Resolution,Intersection,Police District,Analysis Neighborhood,Latitude,Longitude,Point
2020/06/15 12:00:00 PM,2020/06/15,12:00,2020,Monday,2020/06/15 12:00:00 PM,93579326150,935793,200240808,26150,Other Miscellaneous,Other,"Parole Violation, Adult",Cite or Arrest Adult,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2020/07/24 08:00:00 PM,2020/07/24,20:00,2020,Friday,2020/07/24 08:38:00 PM,94689503071,946895,200444072,03071,Robbery,Robbery - Other,"Robbery, W/ Gun",Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2021/01/17 04:27:00 AM,2021/01/17,04:27,2021,Sunday,2021/01/17 04:27:00 AM,99682512027,996825,210037219,12027,Weapons Offense,Weapons Offense,"Firearm, Discharging Within City Limits",Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2020/12/23 12:20:00 PM,2020/12/23,12:20,2020,Wednesday,2020/12/23 12:40:00 PM,98952212008,989522,200772823,12008,Suspicious,Suspicious Package,Suspicious Package,Open or Active,AVENUE B \ CALIFORNIA AVE,Central,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2020/11/29 03:55:00 PM,2020/11/29,15:55,2020,Sunday,2020/11/29 04:22:00 PM,98256506244,982565,200720399,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2020/10/22 09:00:00 PM,2020/10/22,21:00,2020,Thursday,2020/10/22 10:11:00 PM,97182706243,971827,200639013,06243,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $200-$950",Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2020/06/15 12:00:00 PM,2020/06/15,12:00,2020,Monday,2020/06/15 12:00:00 PM,93579305071,935793,200240808,05071,Burglary,Burglary - Other,"Burglary, Other Bldg., Forcible Entry",Cite or Arrest Adult,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2020/08/05 10:00:00 PM,2020/08/05,22:00,2020,Wednesday,2020/08/06 07:36:00 AM,95041705071,950417,200469995,05071,Burglary,Burglary - Other,"Burglary, Other Bldg., Forcible Entry",Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2020/12/10 09:00:00 PM,2020/12/10,21:00,2020,Thursday,2020/12/11 09:21:00 AM,98609664070,986096,200746646,64070,Suspicious Occ,Suspicious Occ,Suspicious Occurrence,Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2020/01/31 11:00:00 PM,2020/01/31,23:00,2020,Friday,2020/02/02 12:36:00 AM,89831464060,898314,200081527,64060,Suspicious Occ,Suspicious Occ,Suspicious Act Towards Female,Open or Active,AVENUE B \ CALIFORNIA AVE,Bayview,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2020/05/15 12:45:00 PM,2020/05/15,12:45,2020,Friday,2020/05/18 08:28:00 AM,92784605171,927846,200301535,05171,Burglary,Burglary - Other,"Burglary, Other Bldg. Under Constr., Forcible Entry",Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2020/12/13 01:55:00 PM,2020/12/13,13:55,2020,Sunday,2020/12/13 03:30:00 PM,98667503011,986675,200751156,03011,Robbery,Robbery - Street,"Robbery, Street or Public Place, W/ Gun",Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2020/11/11 08:25:00 PM,2020/11/11,20:25,2020,Wednesday,2020/11/11 09:56:00 PM,97758203082,977582,200682426,03082,Robbery,Robbery - Carjacking,Carjacking with a Knife,Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2020/05/15 02:02:00 AM,2020/05/15,02:02,2020,Friday,2020/05/15 02:04:00 AM,92702006383,927020,200295712,06383,Larceny Theft,Larceny Theft - Other,Looting during State of Emergency,Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2020/08/26 03:00:00 PM,2020/08/26,15:00,2020,Wednesday,2020/08/27 06:08:00 PM,95651007100,956510,200516659,07100,Vandalism,Vandalism,"Vehicle, Tampering",Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2020/08/12 10:33:00 AM,2020/08/12,10:33,2020,Wednesday,2020/08/12 10:42:00 AM,95218364070,952183,200483456,64070,Suspicious Occ,Suspicious Occ,Suspicious Occurrence,Open or Active,AVENUE B \ CALIFORNIA AVE,Central,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2019/10/26 05:48:00 PM,2019/10/26,17:48,2019,Saturday,2019/10/26 05:49:00 PM,86300272000,863002,190810109,72000,Non-Criminal,Non-Criminal,Found  Property,Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2020/12/23 05:13:00 AM,2020/12/23,05:13,2020,Wednesday,2020/12/23 12:37:00 PM,98971705072,989717,200772908,05072,Burglary,Burglary - Other,"Burglary, Other Bldg., Att. Forcible Entry",Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2020/12/22 02:30:00 PM,2020/12/22,14:30,2020,Tuesday,2020/12/23 06:40:00 AM,98943806304,989438,200772130,06304,Larceny Theft,Larceny Theft - From Building,"Theft, From Building, >$950",Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2020/11/11 04:30:00 PM,2020/11/11,16:30,2020,Wednesday,2020/11/11 06:31:00 PM,97754503071,977545,200682197,03071,Robbery,Robbery - Other,"Robbery, W/ Gun",Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2021/01/09 12:00:00 PM,2021/01/09,12:00,2021,Saturday,2021/01/14 12:40:00 PM,99589309015,995893,210030382,09015,Forgery And Counterfeiting,Forgery And Counterfeiting,"Forgery, Checks, Felony",Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2021/01/22 11:02:00 AM,2021/01/22,11:02,2021,Friday,2021/01/22 11:08:00 AM,99845119057,998451,210049559,19057,Disorderly Conduct,Intimidation,Terrorist Threats,Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2020/05/17 01:30:00 AM,2020/05/17,01:30,2020,Sunday,2020/05/18 09:59:00 AM,92787768020,927877,200301820,68020,Miscellaneous Investigation,Miscellaneous Investigation,Miscellaneous Investigation,Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2021/01/09 12:00:00 AM,2021/01/09,00:00,2021,Saturday,2021/01/14 12:57:00 PM,99736509015,997365,210030382,09015,Forgery And Counterfeiting,Forgery And Counterfeiting,"Forgery, Checks, Felony",Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2020/03/05 09:45:00 PM,2020/03/05,21:45,2020,Thursday,2020/03/05 09:46:00 PM,90994907041,909949,200125175,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2019/06/08 06:00:00 AM,2019/06/08,06:00,2019,Saturday,2019/07/21 11:43:00 PM,82515106234,825151,190529598,06234,Larceny Theft,Larceny - Auto Parts,"Theft, Vehicle Strip, >$950",Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2020/01/10 10:28:00 PM,2020/01/10,22:28,2020,Friday,2020/01/10 10:28:00 PM,89034463010,890344,200025600,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2020/02/29 03:23:00 PM,2020/02/29,15:23,2020,Saturday,2020/02/29 04:23:00 PM,90817927195,908179,200153392,27195,Other Miscellaneous,Trespass,Trespassing,Cite or Arrest Adult,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2020/03/28 08:00:00 AM,2020/03/28,08:00,2020,Saturday,2020/03/28 07:39:00 PM,91615530190,916155,200212603,30190,Other Offenses,Other,Municipal Police Code Violation (general),Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2020/06/05 10:37:00 PM,2020/06/05,22:37,2020,Friday,2020/06/05 10:40:00 PM,93317026170,933170,200341860,26170,Other Miscellaneous,Other,Probation Violation,Cite or Arrest Adult,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2019/07/07 10:00:00 PM,2019/07/07,22:00,2019,Sunday,2019/07/07 11:19:00 PM,81995704134,819957,190492280,04134,Assault,Simple Assault,Battery,Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2020/03/20 10:00:00 AM,2020/03/20,10:00,2020,Friday,2020/03/24 11:35:00 AM,91514105073,915141,200205733,05073,Burglary,Burglary - Other,"Burglary, Other Bldg., Unlawful Entry",Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2020/07/31 08:50:00 PM,2020/07/31,20:50,2020,Friday,2020/07/31 08:51:00 PM,94890464085,948904,200459407,64085,Other Miscellaneous,Other,Investigative Detention,Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2020/07/24 08:00:00 PM,2020/07/24,20:00,2020,Friday,2020/07/24 08:38:00 PM,94689504092,946895,200444072,04092,Assault,Aggravated Assault,"Assault, Aggravated, W/ Gun",Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2020/08/20 09:40:00 AM,2020/08/20,09:40,2020,Thursday,2020/08/20 09:52:00 AM,95449804134,954498,200500834,04134,Assault,Simple Assault,Battery,Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2019/07/01 06:15:00 PM,2019/07/01,18:15,2019,Monday,2019/07/01 07:33:00 PM,81783506244,817835,190476886,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2019/11/10 07:55:00 PM,2019/11/10,19:55,2019,Sunday,2019/11/10 07:55:00 PM,86868627130,868686,190852048,27130,Other Miscellaneous,Other,"Burglary Tools, Possession Of",Cite or Arrest Adult,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2019/07/03 07:32:00 PM,2019/07/03,19:32,2019,Wednesday,2019/07/03 07:34:00 PM,81859564020,818595,190482601,64020,Non-Criminal,Other,Mental Health Detention,Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2019/09/05 07:55:00 PM,2019/09/05,19:55,2019,Thursday,2019/09/05 08:54:00 PM,84341606244,843416,190663077,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2019/10/22 11:30:00 PM,2019/10/22,23:30,2019,Tuesday,2019/10/23 12:13:00 AM,86151506153,861515,190798890,06153,Larceny Theft,Larceny Theft - Other,"Theft, From Person, $200-$950 (other than Pickpocket)",Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2020/02/28 04:40:00 PM,2020/02/28,16:40,2020,Friday,2020/02/28 06:55:00 PM,90790064070,907900,200151170,64070,Suspicious Occ,Suspicious Occ,Suspicious Occurrence,Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2019/11/10 07:55:00 PM,2019/11/10,19:55,2019,Sunday,2019/11/10 07:55:00 PM,86868627170,868686,190852048,27170,Other Miscellaneous,Other,"Resisting, Delaying, or Obstructing  Peace Officer Duties",Cite or Arrest Adult,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2020/03/18 04:40:00 AM,2020/03/18,04:40,2020,Wednesday,2020/03/18 04:55:00 AM,91380564070,913805,200195435,64070,Suspicious Occ,Suspicious Occ,Suspicious Occurrence,Open or Active,AVENUE B \ CALIFORNIA AVE,Central,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2019/12/22 12:45:00 PM,2019/12/22,12:45,2019,Sunday,2019/12/22 01:52:00 PM,88379006244,883790,190960215,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2019/11/21 04:27:00 AM,2019/11/21,04:27,2019,Thursday,2019/11/21 04:27:00 AM,87243760190,872437,190880613,60190,Suicide,Suicide,Suicide By Strangulation/Hanging,Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2020/02/03 06:00:00 PM,2020/02/03,18:00,2020,Monday,2020/02/04 01:50:00 PM,89936464070,899364,200087581,64070,Suspicious Occ,Suspicious Occ,Suspicious Occurrence,Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2019/09/02 03:23:00 AM,2019/09/02,03:23,2019,Monday,2019/09/02 05:30:00 AM,84185705152,841857,190651771,05152,Burglary,Burglary - Other,"Burglary, Non-residential, Att. Forcible",Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2019/11/12 12:55:00 PM,2019/11/12,12:55,2019,Tuesday,2019/11/12 01:00:00 PM,86938404134,869384,190856426,04134,Assault,Simple Assault,Battery,Open or Active,AVENUE B \ CALIFORNIA AVE,Central,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2019/09/18 09:40:00 PM,2019/09/18,21:40,2019,Wednesday,2019/09/18 10:13:00 PM,84825572000,848255,190699947,72000,Non-Criminal,Non-Criminal,Found  Property,Open or Active,AVENUE B \ CALIFORNIA AVE,Central,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2020/01/18 09:21:00 AM,2020/01/18,09:21,2020,Saturday,2020/01/18 10:10:00 AM,89276572000,892765,200044111,72000,Non-Criminal,Non-Criminal,Found  Property,Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2019/11/14 07:30:00 PM,2019/11/14,19:30,2019,Thursday,2019/11/16 11:41:00 AM,87078006314,870780,190867285,06314,Larceny Theft,Larceny Theft - Bicycle,"Theft, Bicycle, >$950",Open or Active,AVENUE B \ CALIFORNIA AVE,Northern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2019/10/30 03:30:00 PM,2019/10/30,15:30,2019,Wednesday,2019/10/30 07:11:00 PM,86455706244,864557,190821974,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2019/10/30 06:35:00 PM,2019/10/30,18:35,2019,Wednesday,2019/11/05 01:11:00 PM,86665806304,866658,190837410,06304,Larceny Theft,Larceny Theft - From Building,"Theft, From Building, >$950",Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2019/12/17 09:33:00 PM,2019/12/17,21:33,2019,Tuesday,2019/12/17 09:33:00 PM,88206662050,882066,190948590,62050,Warrant,Warrant,"Warrant Arrest, Enroute To Outside Jurisdiction",Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2019/07/17 03:35:00 PM,2019/07/17,15:35,2019,Wednesday,2019/07/17 03:46:00 PM,82378228100,823782,190518438,28100,Malicious Mischief,Vandalism,"Malicious Mischief, Breaking Windows",Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2019/12/08 08:50:00 AM,2019/12/08,08:50,2019,Sunday,2019/12/08 09:05:00 AM,87849872000,878498,190923558,72000,Non-Criminal,Non-Criminal,Found  Property,Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2020/01/20 09:55:00 PM,2020/01/20,21:55,2020,Monday,2020/01/21 08:31:00 AM,89379875000,893798,200048038,75000,Missing Person,Missing Person,Found Person,Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2020/03/05 03:55:00 PM,2020/03/05,15:55,2020,Thursday,2020/03/05 03:55:00 PM,90986162050,909861,200165983,62050,Warrant,Warrant,"Warrant Arrest, Enroute To Outside Jurisdiction",Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2019/08/27 10:00:00 AM,2019/08/27,10:00,2019,Tuesday,2019/08/27 08:35:00 PM,83969664070,839696,190636701,64070,Suspicious Occ,Suspicious Occ,Suspicious Occurrence,Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2019/07/22 04:25:00 AM,2019/07/22,04:25,2019,Monday,2019/07/26 02:03:00 PM,82705807055,827058,190542982,07055,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Recovered, Stolen outside SF",Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2019/09/02 03:23:00 AM,2019/09/02,03:23,2019,Monday,2019/09/02 05:30:00 AM,84185728150,841857,190651771,28150,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2019/12/23 05:30:00 PM,2019/12/23,17:30,2019,Monday,2020/01/04 10:22:00 AM,88998306244,889983,206005187,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2019/12/09 09:40:00 PM,2019/12/09,21:40,2019,Monday,2019/12/09 09:40:00 PM,87900875000,879008,190925491,75000,Missing Person,Missing Person,Found Person,Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2019/11/02 12:01:00 AM,2019/11/02,00:01,2019,Saturday,2019/11/02 10:09:00 AM,86547428160,865474,190828839,28160,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Vehicle",Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2019/07/31 02:00:00 AM,2019/07/31,02:00,2019,Wednesday,2019/07/31 02:34:00 AM,82882307021,828823,190556212,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2019/11/24 11:00:00 PM,2019/11/24,23:00,2019,Sunday,2019/11/26 11:11:00 AM,87449574000,874495,190894266,74000,Missing Person,Missing Adult,Missing Adult,Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2020/03/05 09:58:00 AM,2020/03/05,09:58,2020,Thursday,2020/03/05 09:58:00 AM,90980575000,909805,200165187,75000,Missing Person,Missing Person,Found Person,Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2019/12/24 11:40:00 AM,2019/12/24,11:40,2019,Tuesday,2019/12/24 12:40:00 PM,88444864020,884448,190965124,64020,Non-Criminal,Other,Mental Health Detention,Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2019/08/29 03:45:00 AM,2019/08/29,03:45,2019,Thursday,2019/08/29 03:55:00 AM,84038605151,840386,190640194,05151,Burglary,Burglary - Other,"Burglary, Non-residential, Forcible Entry",Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2020/01/26 09:40:00 PM,2020/01/26,21:40,2020,Sunday,2020/01/26 09:47:00 PM,89614364020,896143,200065606,64020,Non-Criminal,Other,Mental Health Detention,Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2019/07/11 05:10:00 PM,2019/07/11,17:10,2019,Thursday,2019/07/11 05:12:00 PM,82155964020,821559,190502748,64020,Non-Criminal,Other,Mental Health Detention,Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2019/11/14 07:30:00 PM,2019/11/14,19:30,2019,Thursday,2019/11/15 10:57:00 AM,87045628100,870456,190864560,28100,Malicious Mischief,Vandalism,"Malicious Mischief, Breaking Windows",Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2019/08/03 07:00:00 PM,2019/08/03,19:00,2019,Saturday,2019/08/03 11:41:00 PM,83041264020,830412,190567231,64020,Non-Criminal,Other,Mental Health Detention,Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2020/03/05 09:45:00 PM,2020/03/05,21:45,2020,Thursday,2020/03/05 09:46:00 PM,90996171012,909961,200161129,71012,Other Offenses,Other Offenses,"License Plate, Recovered",Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2020/03/18 04:40:00 AM,2020/03/18,04:40,2020,Wednesday,2020/03/18 04:55:00 AM,91367104014,913671,200195435,04014,Assault,Aggravated Assault,"Assault, Aggravated, W/ Force",Open or Active,AVENUE B \ CALIFORNIA AVE,Central,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2020/02/22 02:15:00 PM,2020/02/22,14:15,2020,Saturday,2020/02/22 03:00:00 PM,90569306244,905693,200134518,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2020/03/18 04:40:00 AM,2020/03/18,04:40,2020,Wednesday,2020/03/18 04:55:00 AM,91380504014,913805,200195435,04014,Assault,Aggravated Assault,"Assault, Aggravated, W/ Force",Open or Active,AVENUE B \ CALIFORNIA AVE,Central,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2019/10/31 09:30:00 AM,2019/10/31,09:30,2019,Thursday,2019/10/31 10:34:00 AM,86482872000,864828,190823538,72000,Non-Criminal,Non-Criminal,Found  Property,Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2019/07/12 11:35:00 AM,2019/07/12,11:35,2019,Friday,2019/07/15 08:56:00 AM,82273864070,822738,190511670,64070,Suspicious Occ,Suspicious Occ,Suspicious Occurrence,Open or Active,AVENUE B \ CALIFORNIA AVE,Central,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
2020/05/03 03:20:00 AM,2020/05/03,03:20,2020,Sunday,2020/05/03 03:25:00 AM,92406128100,924061,200273150,28100,Malicious Mischief,Vandalism,"Malicious Mischief, Breaking Windows",Open or Active,AVENUE B \ CALIFORNIA AVE,Southern,Treasure Island,37.817823897791946,-122.3712458991155,POINT (-122.3712458991155 37.817823897791946)
